time,clientPoolX1,clientPoolX10,clientPoolX11,clientPoolX12,clientPoolX13,clientPoolX14,clientPoolX15,clientPoolX2,clientPoolX3,clientPoolX4,clientPoolX5,clientPoolX6,clientPoolX7,clientPoolX8,clientPoolX9
35000,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009,1.7500000000000009
36000,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001,1.800000000000001
37000,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001,1.850000000000001
38000,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001,1.900000000000001
39000,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001,1.950000000000001
40000,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001
41000,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007
42000,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005
43000,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004
44000,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
45000,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
46000,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
47000,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996
48000,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995
49000,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993
50000,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999
51000,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999
52000,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988
53000,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986
54000,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984
55000,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982
56000,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998
57000,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998
58000,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977
59000,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975
60000,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975
61000,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975,2.9499999999999975
62000,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977,2.8999999999999977
63000,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998,2.849999999999998
64000,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998,2.799999999999998
65000,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982,2.7499999999999982
66000,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984,2.6999999999999984
67000,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986,2.6499999999999986
68000,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988,2.5999999999999988
69000,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999,2.549999999999999
70000,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999,2.499999999999999
71000,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993,2.4499999999999993
72000,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995,2.3999999999999995
73000,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996,2.3499999999999996
74000,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
75000,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
76000,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
77000,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004,2.1500000000000004
78000,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005
79000,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007,2.0500000000000007
80000,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001,2.000000000000001
81000,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008,1.9500000000000008
82000,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008,1.9000000000000008
83000,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008,1.8500000000000008
84000,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007,1.8000000000000007
85000,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007,1.7500000000000007
86000,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006,1.7000000000000006
87000,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006,1.6500000000000006
88000,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005,1.6000000000000005
89000,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005,1.5500000000000005
90000,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004,1.5000000000000004
91000,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004,1.4500000000000004
92000,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004
93000,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003,1.3500000000000003
94000,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003,1.3000000000000003
95000,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
96000,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002
97000,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001,1.1500000000000001
98000,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
99000,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
100000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101000,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
102000,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999
103000,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999,0.8499999999999999
104000,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998,0.7999999999999998
105000,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.7499999999999998
106000,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997,0.6999999999999997
107000,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997,0.6499999999999997
108000,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996
109000,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996,0.5499999999999996
110000,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996,0.4999999999999996
